expo_qty,expo_dropoff,expo_buy,expo_cart_dropoff,expo_cart_buy,expo_cl_dropoff,expo_cl_buy,expo_cl_cart_dropoff,expo_cl_cart_buy
495366,423726,208,104,16,66185,5585,319,122
